"compound_id","name","smiles","source_species","country","bioactivity","target_organism","reference","source_db","activity_value","activity_type","ailment_treated","compound_class","molecular_weight","xlogp","h_bond_donors","h_bond_acceptors","rotatable_bonds","tpsa","num_atoms","num_rings","label_antibacterial","mic_value","log_mic"
"Mol_10668","trans-4',5-dihydroxy-3-methoxystilbene-5-O-[a-L-rhamnopyranosyl-(1→6)]-b-D-glucopyranoside","COc1ccc(cc1)/C=C/c1cc(cc(c1)O)O[C@@H]1O[C@@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O","Boswellia dalzielii","East Africa","antibacterial","multiple","PMID:32729328","ANPDB","","class_inference","","stilbene","550.56","-0.4","7.0","12.0","8.0","187.76","39.0","4.0","1","",""
"Mol_10677","ethyl gallate","CCOC(=O)c1cc(O)c(c(c1)O)O","Acacia nilotica","East Africa","antibacterial","multiple","PMID:28250867","ANPDB","","class_inference","","phenolic","198.17","0.98","3.0","5.0","2.0","86.99","14.0","1.0","1","",""
"Mol_10789","1,3,6,7-tetrahydroxyxanthone","Oc1cc(O)c2c(c1)oc1c(c2=O)cc(c(c1)O)O","Garcinia nobilis","East Africa","antibacterial","multiple","PMID:18022654","ANPDB","","class_inference","","xanthone","260.2","1.77","4.0","6.0","0.0","111.13","19.0","3.0","1","",""
"Mol_10790","1,3,5,6-tetrahydroxyxanthone","Oc1cc(O)c2c(c1)oc1c(c2=O)ccc(c1O)O","Garcinia nobilis","East Africa","antibacterial","multiple","PMID:18022654","ANPDB","","class_inference","","xanthone","260.2","1.77","4.0","6.0","0.0","111.13","19.0","3.0","1","",""
"Mol_10850","(20S,24R)-ocotillone","O=C1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@H]2[C@@]1(C)CC[C@@H]2[C@]1(C)CC[C@@H](O1)C(O)(C)C)C)C","Combretum glutinosum","East Africa","antibacterial","multiple","PMID:34482293","ANPDB","","class_inference","","terpenoid","458.73","6.95","1.0","3.0","2.0","46.53","33.0","5.0","1","",""
"Mol_10852","2alpha,19alpha,24-trihydroxy-3-oxoolean-12-en-28-oic acid","OC[C@@]1(C)C(=O)[C@H](O)C[C@]2([C@H]1CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2[C@H](O)C(CC1)(C)C)C(=O)O)C)C","Terminalia ivorensis","East Africa","antibacterial","multiple","PMID:21766451","ANPDB","","class_inference","","terpenoid","502.69","4.36","4.0","5.0","2.0","115.06","36.0","5.0","1","",""
"Mol_10853","4-oxo-19alpha-hydroxy-3,24-dinor-2,4-secoolean-12-ene-2,28-dioic acid","OC(=O)C[C@@]1(C)[C@@H](CC[C@@]2([C@@H]1CC=C1[C@@]2(C)CC[C@@]2([C@H]1[C@H](O)C(C)(C)CC2)C(=O)O)C)C(=O)C","Terminalia ivorensis","East Africa","antibacterial","multiple","PMID:21766451","ANPDB","","class_inference","","terpenoid","474.64","5.09","3.0","4.0","4.0","111.9","34.0","4.0","1","",""
"Mol_10854","ivorenoside A","OC[C@H]1O[C@@H](OC(=O)[C@@]2(CCC(C3OC[C@]4([C@@H](O3)[C@H](O)C[C@]3([C@H]4CC[C@@]4([C@@H]3CC=C3[C@@]4(C)CC[C@@]4([C@H]3[C@H](O)C(CC4)(C)C)C(=O)O[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)C)C)C)(C)C)CC[C@@]3(C(=CC[C@H]4[C@@]3(C)CC[C@@H]3[C@]4(C)C[C@H]([C@@H]([C@]3(C)CO)O)O)C2)C)[C@@H]([C@H]([C@@H]1O)O)O","Terminalia ivorensis","East Africa","antibacterial","multiple","PMID:20850160","ANPDB","","class_inference","","saponin","1315.68","4.61","13.0","21.0","11.0","352.51","93.0","12.0","1","",""
"Mol_10855","ivorenoside B","OC[C@H]1O[C@@H](OC(=O)[C@@]2(CCC(C3OC[C@]4([C@@H](O3)[C@H](O)C[C@]3([C@H]4CC[C@@]4([C@@H]3CC=C3[C@@]4(C)CC[C@@]4([C@H]3[C@H](O)C(CC4)(C)C)C(=O)O[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)C)C)C)(C)C)CC[C@@]3(C(=CC[C@H]4[C@@]3(C)CC[C@@H]3[C@]4(C)C[C@H]([C@@H]([C@]3(C)C(=O)O)O)O)C2)C)[C@@H]([C@H]([C@@H]1O)O)O","Terminalia ivorensis","East Africa","antibacterial","multiple","PMID:20850160","ANPDB","","class_inference","","saponin","1329.67","4.71","13.0","21.0","11.0","369.58","94.0","12.0","1","",""
"Mol_10856","ivorenoside C","OC[C@H]1O[C@@H](OC(=O)[C@@]23CCC([C@@H]([C@H]3C3=CC(=O)[C@H]4[C@@]([C@@]3(CC2)C)(C)CC[C@@H]2[C@]4(C)C[C@H]([C@@H]([C@]2(C)CO)O)O)O)(C)C)[C@@H]([C@H]([C@@H]1O)O)O","Terminalia ivorensis","East Africa","antibacterial","multiple","PMID:20850160","ANPDB","","class_inference","","saponin","680.83","0.59","8.0","12.0","4.0","214.44","48.0","6.0","1","",""
"Mol_10858","3,3'-di-O-methylellagic acid 4'-O-alpha-rhamnopyranoside","COc1c(O[C@H]2O[C@H](C)[C@H]([C@@H]([C@@H]2O)O)O)cc2c3c1oc(=O)c1c3c(oc2=O)c(c(c1)O)OC","Terminalia mantaly","East Africa","antibacterial","multiple","PMID:28930221","ANPDB","","class_inference","","catechol","476.39","0.42","4.0","12.0","4.0","178.26","34.0","5.0","1","",""
"Mol_10860","2alpha, 3alpha, 24-trihydroxyolean-11,13(18)-dien-28-oic acid","OC[C@@]1(C)[C@H](O)[C@H](O)C[C@]2(C1CC[C@@]1(C2C=CC2=C3[C@@](CC[C@@]12C)(CCC(C3)(C)C)C(=O)O)C)C","Terminalia mantaly","East Africa","antibacterial","multiple","PMID:28930221","ANPDB","","class_inference","","terpenoid","486.69","5.1","4.0","4.0","2.0","97.99","35.0","5.0","1","",""
"Mol_11076","ent-abieta-7,13-dien-3-one","CC(C1=CC2=CC[C@H]3[C@@]([C@@H]2CC1)(C)CCC(=O)C3(C)C)C","Croton mubango","East Africa","antibacterial","multiple","PMID:31812109","ANPDB","","class_inference","","terpenoid","286.46","5.32","0.0","1.0","1.0","17.07","21.0","3.0","1","",""
"Mol_11077","2beta-hydroxy-ent-abieta-7,13-dien-3-one","CC(C1=CC2=CC[C@H]3[C@@]([C@@H]2CC1)(C)C[C@H](O)C(=O)C3(C)C)C","Croton mubango","East Africa","antibacterial","multiple","PMID:31812109","ANPDB","","class_inference","","terpenoid","302.46","4.29","1.0","2.0","1.0","37.3","22.0","3.0","1","",""
"Mol_11078","15-hydroxy-ent-abieta-7,13-dien-3-one","O=C1CC[C@@]2([C@@H](C1(C)C)CC=C1[C@H]2CCC(=C1)C(O)(C)C)C","Croton mubango","East Africa","antibacterial","multiple","PMID:31812109","ANPDB","","class_inference","","terpenoid","302.46","4.44","1.0","2.0","1.0","37.3","22.0","3.0","1","",""
"Mol_11079","13alpha,15-dihydroxy-ent-abieta-8(14)-en-3-one","O=C1CC[C@@]2([C@@H](C1(C)C)CCC1=C[C@](CC[C@@H]21)(O)C(O)(C)C)C","Croton mubango","East Africa","antibacterial","multiple","PMID:31812109","ANPDB","","class_inference","","terpenoid","320.47","3.63","2.0","3.0","1.0","57.53","23.0","3.0","1","",""
"Mol_11080","2beta,9,13-trihydroxy-ent-abieta-7-en-3-one","O[C@H]1C[C@]2(C)[C@@H](C(C1=O)(C)C)CC=C1[C@]2(O)CC[C@](C1)(O)C(C)C","Croton mubango","East Africa","antibacterial","multiple","PMID:31812109","ANPDB","","class_inference","","terpenoid","336.47","2.6","3.0","4.0","1.0","77.76","24.0","3.0","1","",""
"Mol_11081","ent-abieta-8,11,13-trien-3-one","O=C1CC[C@@]2([C@@H](C1(C)C)CCc1c2ccc(c1)C(C)C)C","Croton mubango","East Africa","antibacterial","multiple","PMID:31812109","ANPDB","","class_inference","","terpenoid","284.44","5.02","0.0","1.0","1.0","17.07","21.0","3.0","1","",""
"Mol_11082","7beta-hydroxy-ent-abieta-8,11,13-trien-3-one","O=C1CC[C@@]2([C@@H](C1(C)C)C[C@@H](c1c2ccc(c1)C(C)C)O)C","Croton mubango","East Africa","antibacterial","multiple","PMID:31812109","ANPDB","","class_inference","","terpenoid","300.44","4.51","1.0","2.0","1.0","37.3","22.0","3.0","1","",""
"Mol_11083","2beta,7beta-dihydroxy-ent-abieta-8,11,13-trien-3-one","O[C@H]1C[C@@]2(C)c3ccc(cc3[C@H](C[C@@H]2C(C1=O)(C)C)O)C(C)C","Croton mubango","East Africa","antibacterial","multiple","PMID:31812109","ANPDB","","class_inference","","terpenoid","316.44","3.48","2.0","3.0","1.0","57.53","23.0","3.0","1","",""
"Mol_11084","15-hydroxy-ent-abieta-8,11,13-trien-3-one","O=C1CC[C@@]2([C@@H](C1(C)C)CCc1c2ccc(c1)C(O)(C)C)C","Croton mubango","East Africa","antibacterial","multiple","PMID:31812109","ANPDB","","class_inference","","terpenoid","300.44","4.12","1.0","2.0","1.0","37.3","22.0","3.0","1","",""
"Mol_11085","3alpha-hydroxy-ent-abieta-8,11,13-triene","O[C@@H]1CC[C@@]2([C@@H](C1(C)C)CCc1c2ccc(c1)C(C)C)C","Croton mubango","East Africa","antibacterial","multiple","PMID:31812109","ANPDB","","class_inference","","terpenoid","286.46","4.81","1.0","1.0","1.0","20.23","21.0","3.0","1","",""
"Mol_11086","15-hydroxy-ent-abieta-8,11,13-triene","CC1(C)CCC[C@@]2([C@@H]1CCc1c2ccc(c1)C(O)(C)C)C","Croton mubango","East Africa","antibacterial","multiple","PMID:31812109","ANPDB","","class_inference","","terpenoid","286.46","4.94","1.0","1.0","1.0","20.23","21.0","3.0","1","",""
"Mol_11087","6beta-hydroxy-ent-abieta-8,11,13-triene","O[C@@H]1Cc2cc(ccc2[C@]2([C@H]1C(C)(C)CCC2)C)C(C)C","Croton mubango","East Africa","antibacterial","multiple","PMID:31812109","ANPDB","","class_inference","","terpenoid","286.46","4.81","1.0","1.0","1.0","20.23","21.0","3.0","1","",""
"Mol_11088","3alpha-hydroxy-ent-pimara-8(14),15-diene","C=C[C@@]1(C)CC[C@@H]2C(=C1)CC[C@H]1[C@@]2(C)CC[C@H](C1(C)C)O","Croton mubango","East Africa","antibacterial","multiple","PMID:31812109","ANPDB","","class_inference","","terpenoid","288.47","5.11","1.0","1.0","1.0","20.23","21.0","3.0","1","",""
"Mol_11089","ent-pimara-8(14),15-dien-3-one","C=C[C@@]1(C)CC[C@@H]2C(=C1)CC[C@H]1[C@@]2(C)CCC(=O)C1(C)C","Croton mubango","East Africa","antibacterial","multiple","PMID:31812109","ANPDB","","class_inference","","terpenoid","286.46","5.32","0.0","1.0","1.0","17.07","21.0","3.0","1","",""
"Mol_11090","12-epi-megalocarpodolide D","COC(=O)[C@]12CC[C@H]([C@@]3(C2=CC(=O)C=C1C(=O)OC)CC(OC3=O)c1cocc1)C","Croton oligandrus","East Africa","antibacterial","multiple","PMID:29438356","ANPDB","","class_inference","","terpenoid","414.41","2.45","0.0","8.0","3.0","109.11","30.0","4.0","1","",""
"Mol_11091","crotonolin A","COC(=O)[C@]12CC[C@H]([C@@]3(C2=CC(=O)C=C1C(=O)OC)C[C@H](OC3=O)C1=CCOC1=O)C","Croton oligandrus","East Africa","antibacterial","multiple","PMID:29438356","ANPDB","","class_inference","","terpenoid","430.41","0.97","0.0","9.0","3.0","122.27","31.0","4.0","1","",""
"Mol_11095","hexacosanoyl-ferulate","c1c(c(cc(c1)/C=C/C(=O)OC(CCCCCCCCCCCCCCCCCCCCCCCCC)C)OC)O","Croton oligandrus","East Africa","antibacterial","multiple","PMID:29438356","ANPDB","","class_inference","","phenolic","572.92","11.73","1.0","4.0","28.0","55.76","41.0","1.0","1","",""
"Mol_11097","crotoliganfuran","COC(=O)C1=CCC[C@H]2[C@]1(CC[C@H]([C@@]12C[C@H](OC1=O)c1cocc1)C)C(=O)O","Croton oligandrus","East Africa","antibacterial","multiple","PMID:31148485","ANPDB","","class_inference","","terpenoid","388.42","3.26","1.0","6.0","3.0","103.04","28.0","4.0","1","",""
"Mol_11104","crotozambefuran A","COC(=O)[C@]12CC[C@H]([C@@]3([C@H]2C=CC=C1C(=O)OC)C[C@@H](OC3=O)c1cocc1)C","Croton zambesicus","East Africa","antibacterial","multiple","PMID:12031423","ANPDB","","class_inference","","terpenoid","400.43","3.13","0.0","7.0","3.0","92.04","29.0","4.0","1","",""
"Mol_11105","crotozambefuran B","COC(=O)[C@]1(CCc2cocc2)[C@H](C)CC[C@@]2([C@@H]1C=CC=C2C(=O)OC)C(=O)OC","Croton zambesicus","East Africa","antibacterial","multiple","PMID:12031423","ANPDB","","class_inference","","terpenoid","416.47","3.25","0.0","7.0","6.0","92.04","30.0","3.0","1","",""
"Mol_11106","crotozambefuran C","COC(=O)C1=CC[C@H]2[C@H]3[C@]1(CC[C@H]([C@@]13C[C@@H](OC1=O)c1cocc1)C)C(=O)O2","Croton zambesicus","East Africa","antibacterial","multiple","PMID:12031423","ANPDB","","class_inference","","terpenoid","386.4","2.72","0.0","7.0","2.0","92.04","28.0","5.0","1","",""
"Mol_11107","crotonadiol","OC/C=C(/CC[C@H]1C(=C)C[C@@H]([C@@H]2[C@]1(C)CCCC2(C)C)O)\C","Croton zambesicus","East Africa","antibacterial","multiple","PMID:12031423","ANPDB","","class_inference","","terpenoid","306.49","4.47","2.0","2.0","4.0","40.46","22.0","2.0","1","",""
"Mol_11108","7-beta-acetoxytrachyloban-18-oic acid","CC(=O)O[C@H]1CC2[C@@](C3C41C[C@H]1C(C4)(C1C3)C)(C)CCC[C@@]2(C)C(=O)O","Croton zambesicus","East Africa","antibacterial","multiple","PMID:12031423","ANPDB","","class_inference","","terpenoid","360.49","4.27","1.0","3.0","2.0","63.6","26.0","6.0","1","",""
"Mol_11109","trachyloban-7-beta, 18-diol","OC[C@]1(C)CCC[C@@]2(C1C[C@H](O)C13C2CC2[C@@H](C1)C2(C3)C)C","Croton zambesicus","East Africa","antibacterial","multiple","PMID:12031423","ANPDB","","class_inference","","terpenoid","304.47","3.61","2.0","2.0","1.0","40.46","22.0","6.0","1","",""
"Mol_11164","3-O-beta- D-glucopyranoside","OC[C@H]1O[C@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3(C4C[C@H]4C3C(C)[C@]3(O4)CC[C@H](CN3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O)O)O","Eriosema robustum","East Africa","antibacterial","multiple","PMID:25442273","ANPDB","","class_inference","","glycoside","575.79","3.11","5.0","8.0","3.0","120.64","41.0","7.0","1","",""
"Mol_11184","3-O-methyl-D-chiro-inositol","COC1[C@H](O)[C@@H](O)C([C@@H]([C@@H]1O)O)O","Acacia polyacantha","East Africa","antibacterial","multiple","PMID:25279277","ANPDB","","class_inference","","cyclitol","194.18","-3.18","5.0","6.0","1.0","110.38","13.0","1.0","1","",""
"Mol_11186","3-O-[beta-D-xylopyranosyl-(1⟶4)-beta-D-galactopyranosyl]-oleanolic acid","OCC1OC(O[C@H]2CC[C@]3(C(C2(C)C)CC[C@@]2(C3CC=C3[C@@]2(C)CC[C@@]2(C3CC(C)(C)CC2)C)C)C)C(C(C1OC1OCC(C(C1O)O)O)O)O","Acacia polyacantha","East Africa","antibacterial","multiple","PMID:30956683","ANPDB","","class_inference","","terpenoid","720.99","4.46","6.0","10.0","5.0","158.3","51.0","7.0","1","",""
"Mol_11187","3-O-[beta-galactopyranosyl-(1⟶4)-beta-D-galactopyranosyl]-oleanolic acid","OCC1OC(O[C@H]2CC[C@]3(C(C2(C)C)CC[C@@]2(C3CC=C3[C@@]2(C)CC[C@@]2(C3CC(C)(C)CC2)C)C)C)C(C(C1OC1OC(CO)C(C(C1O)O)O)O)O","Acacia polyacantha","East Africa","antibacterial","multiple","PMID:30956683","ANPDB","","class_inference","","terpenoid","751.01","3.82","7.0","11.0","6.0","178.53","53.0","7.0","1","",""
"Mol_11194","chrysoeriol-7-O-rutinoside","COc1cc(ccc1O)c1cc(=O)c2c(o1)cc(cc2O)OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1O)O)O","Acacia sieberiana","East Africa","antibacterial","multiple","PMID:33163682","ANPDB","","class_inference","","flavonoid","608.55","-1.09","8.0","15.0","7.0","238.2","43.0","5.0","1","",""
"Mol_11196","luteolin-3',4'-dimethoxylether-7-O-beta-D-glucoside","OCC1OC(Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(c(c2)OC)OC)C(C(C1O)O)O","Acacia sieberiana","East Africa","antibacterial","multiple","PMID:33163682","ANPDB","","class_inference","","flavonoid","476.43","0.36","5.0","11.0","6.0","168.28","34.0","4.0","1","",""
"Mol_11200","apigenin-7-O-beta-D-glucopyranoside","OCC1OC(Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(cc2)O)C(C(C1O)O)O","Acacia sieberiana","East Africa","antibacterial","multiple","PMID:33163682","ANPDB","","class_inference","","flavonoid","432.38","0.05","6.0","10.0","4.0","170.05","31.0","4.0","1","",""
"Mol_11254","glyceryl-1-hexacosanoate","CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(CO)O","Dichrostachys cinerea","East Africa","antibacterial","multiple","PMID:31360210","ANPDB","","class_inference","","glyceride","470.78","8.27","2.0","4.0","27.0","66.76","33.0","0.0","1","",""
"Mol_11257","1',26'-bis-[(S)-2,3-dihydroxypropyl] hexacosanedioate","OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)O)O","Entada abyssinica","East Africa","antibacterial","multiple","PMID:25522546","ANPDB","","class_inference","","glyceride","574.84","6.14","4.0","8.0","31.0","133.52","40.0","0.0","1","",""
"Mol_11258","hylodiglyceride","OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)O)O","Entada abyssinica","East Africa","antibacterial","multiple","PMID:25522546","ANPDB","","class_inference","","glyceride","448.6","2.63","4.0","8.0","22.0","133.52","31.0","0.0","1","",""
"Mol_11259","1,26-dimethyl hexacosanedioate","COC(=O)CCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC","Entada abyssinica","East Africa","antibacterial","multiple","PMID:25522546","ANPDB","","class_inference","","glyceride","454.74","8.69","0.0","4.0","25.0","52.6","32.0","0.0","1","",""
"Mol_11260","entadanin","COc1c2COc3c(c2cc(c1O)O)oc1c(c3=O)c(O)cc(c1)O","Entada abyssinica","East Africa","antibacterial","multiple","PMID:25522546","ANPDB","","class_inference","","flavonoid","344.28","2.18","4.0","8.0","1.0","129.59","25.0","4.0","1","",""
"Mol_11261","tryptorheedei A","OC(=O)[C@H](Cc1cn(c2c1cccc2)OS(=O)(=O)O)N","Entada rheedei","East Africa","antibacterial","multiple","PMID:23537889","ANPDB","","class_inference","","alkaloid","300.29","-0.17","3.0","5.0","5.0","131.85","20.0","2.0","1","",""
"Mol_11262","tryptorheedei B","OC(=O)[C@@H](Cc1cn(c2c1cccc2)OS(=O)(=O)O)O","Entada rheedei","East Africa","antibacterial","multiple","PMID:23537889","ANPDB","","class_inference","","alkaloid","301.28","-0.14","3.0","5.0","5.0","126.06","20.0","2.0","1","",""
"Mol_11263","5-O-beta-D-glucopyranosyl-2-hydroxyphenylacetic acid","OCC1OC(Oc2ccc(c(c2)CC(=O)O)O)C(C(C1O)O)O","Entada rheedei","East Africa","antibacterial","multiple","PMID:23537889","ANPDB","","class_inference","","terpenoid","330.29","-1.8","6.0","8.0","5.0","156.91","23.0","2.0","1","",""
"Mol_11264","1-O-methylglucopyranoside","COC1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O","Entada rheedei","East Africa","antibacterial","multiple","PMID:23537889","ANPDB","","class_inference","","sugar","194.18","-2.57","4.0","6.0","2.0","99.38","13.0","1.0","1","",""
"Mol_11265","entadamide A","CS/C=C/C(=O)NCCO","Entada rheedei","East Africa","antibacterial","multiple","PMID:23537889","ANPDB","","class_inference","","alkaloid","161.23","-0.03","2.0","3.0","4.0","49.33","10.0","0.0","1","",""
"Mol_11266","homogentisic acid","OC(=O)Cc1cc(O)ccc1O","Entada rheedei","East Africa","antibacterial","multiple","PMID:23537889","ANPDB","","class_inference","","phenolic","168.15","0.72","3.0","3.0","2.0","77.76","12.0","1.0","1","",""
"Mol_11275","3-(3', 4'-methylenedioxyphenyl)-2,3-epoxypropanol","OCC1OC1c1ccc2c(c1)OCO2","Erythrina droogmansiana","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","phenolic","194.19","0.85","1.0","4.0","2.0","51.22","14.0","3.0","1","",""
"Mol_11276","erythrinasinate A","CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)/C=C/c1ccc(c(c1)O)OC","Erythrina droogmansiana","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","phenolic","586.94","12.12","1.0","4.0","30.0","55.76","42.0","1.0","1","",""
"Mol_11277","erythrinasinate B","CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=Cc1ccc(c(c1)OC)O","Erythrina droogmansiana","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","phenolic","586.94","12.12","1.0","4.0","30.0","55.76","42.0","1.0","1","",""
"Mol_11278","abyssinone-IV-4'-methylether","COc1c(CC=C(C)C)cc(cc1CC=C(C)C)C1CC(=O)c2c(O1)cc(cc2)O","Erythrina droogmansiana","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","flavonoid","406.52","6.12","1.0","4.0","6.0","55.76","30.0","3.0","1","",""
"Mol_11279","erythrabyssin","CC(=CCc1cc2c(cc1O)OCC1C2Oc2c1ccc(c2CC=C(C)C)O)C","Erythrina droogmansiana","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","flavonoid","392.5","5.72","2.0","4.0","4.0","58.92","29.0","4.0","1","",""
"Mol_11280","4'-methoxy licoflavanone","COc1ccc(cc1CC=C(C)C)C1CC(=O)C2C(O1)C=C(C=C2O)O","Erythrina droogmansiana","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","flavonoid","356.42","4.12","2.0","5.0","4.0","75.99","26.0","3.0","1","",""
"Mol_11281","excelsanone","CC(=CCc1ccc(c2c1occ(c2=O)c1ccc(cc1)O)O)C","Erythrina excelsa","East Africa","antibacterial","multiple","PMID:30406690","ANPDB","","class_inference","","flavonoid","322.36","4.38","2.0","4.0","3.0","70.67","24.0","3.0","1","",""
"Mol_11282","6,8-diprenylgenistein","CC(=CCc1c(O)c(CC=C(C)C)c2c(c1O)c(=O)c(co2)c1ccc(cc1)O)C","Erythrina excelsa","East Africa","antibacterial","multiple","PMID:19097000","ANPDB","","class_inference","","flavonoid","406.48","5.59","3.0","5.0","5.0","90.9","30.0","3.0","1","",""
"Mol_11286","erymildbraedin A","COc1ccc(cc1)c1coc2c(c1=O)c(O)c1c(c2C(C2OC2(C)C)O)OC(C=C1)(C)CC","Erythrina mildbraedii","East Africa","antibacterial","multiple","PMID:19874114","ANPDB","","class_inference","","flavonoid","464.51","4.96","2.0","7.0","5.0","101.66","34.0","5.0","1","",""
"Mol_11287","erymildbraedin B","O=C/C(=C/Cc1c2OC(C)(C)C=Cc2c(c2c1occ(c2=O)c1ccc(cc1)O)O)/C","Erythrina mildbraedii","East Africa","antibacterial","multiple","PMID:19874114","ANPDB","","class_inference","","flavonoid","418.45","4.74","2.0","6.0","4.0","96.97","31.0","4.0","1","",""
"Mol_11288","fraxidin","COc1c(OC)cc2c(c1O)oc(=O)cc2","Erythrina mildbraedii","East Africa","antibacterial","multiple","PMID:19874114","ANPDB","","class_inference","","coumarin","222.2","1.52","1.0","5.0","2.0","68.9","16.0","2.0","1","",""
"Mol_11289","scandenone","CC(=CCc1c2OC(C)(C)C=Cc2c(c2c1occ(c2=O)c1ccc(cc1)O)O)C","Erythrina addisoniae","East Africa","antibacterial","multiple","PMID:19874114","ANPDB","","class_inference","","flavonoid","404.46","5.56","2.0","5.0","3.0","79.9","30.0","4.0","1","",""
"Mol_11290","erysenegalensein M","CC(=C)C(Cc1c2OC(C)(C)C=Cc2c(c2c1occ(c2=O)c1ccc(cc1)O)O)O","Erythrina addisoniae","East Africa","antibacterial","multiple","PMID:19874114","ANPDB","","class_inference","","flavonoid","420.46","4.53","3.0","6.0","4.0","100.13","31.0","4.0","1","",""
"Mol_11291","5,4′-dihydroxy-8-(3,3-dimethylallyl)-2′′-hydroxymethyl-2′′-methylpyrano[5,6:6,7]isoflavone","OCC1(C)C=Cc2c(O1)c(CC=C(C)C)c1c(c2O)c(=O)c(co1)c1ccc(cc1)O","Erythrina mildbraedii","East Africa","antibacterial","multiple","PMID:19874114","ANPDB","","class_inference","","flavonoid","420.46","4.54","3.0","6.0","4.0","100.13","31.0","4.0","1","",""
"Mol_11292","eryvarin B","CC(=CCc1cc2CC(O)C(Oc2c2c1OCC(C2=O)c1ccc(cc1)O)(C)C)C","Erythrina mildbraedii","East Africa","antibacterial","multiple","PMID:19874114","ANPDB","","class_inference","","flavonoid","408.49","4.33","2.0","5.0","3.0","75.99","30.0","4.0","1","",""
"Mol_11348","3’,4’,5,5’,7-pentahydroxyflavanone","Oc1cc2O[C@@H](CC(=O)c2c(c1)O)c1cc(O)c(c(c1)O)O","Ficus thonningii","East Africa","antibacterial","multiple","PMID:26959540","ANPDB","","class_inference","","flavonoid","304.25","1.92","5.0","7.0","1.0","127.45","22.0","3.0","1","",""
"Mol_11356","1,7-dihydroxyxanthone","Oc1ccc2c(c1)c(=O)c1c(o2)cccc1O","Allanblackia floribunda","East Africa","antibacterial","multiple","PMID:16499321","ANPDB","","class_inference","","xanthone","228.2","2.36","2.0","4.0","0.0","70.67","17.0","3.0","1","",""
"Mol_11359","1,5-dihydroxyxanthone","Oc1cccc2c1oc1cccc(c1c2=O)O","Allanblackia floribunda","East Africa","antibacterial","multiple","PMID:12031429","ANPDB","","class_inference","","xanthone","228.2","2.36","2.0","4.0","0.0","70.67","17.0","3.0","1","",""
"Mol_11404","7,7'-dihydroxy-6,6'-biscoumarin","Oc1cc2oc(=O)ccc2cc1c1cc2ccc(=O)oc2cc1O","Hypericum riparium","East Africa","antibacterial","multiple","PMID:24930002","ANPDB","","class_inference","","coumarin","322.27","2.98","2.0","6.0","1.0","100.88","24.0","4.0","1","",""
"Mol_11405","7,7'-dihydroxy-8,8'-biscoumarin","O=c1ccc2c(o1)c(c(cc2)O)c1c(O)ccc2c1oc(=O)cc2","Hypericum riparium","East Africa","antibacterial","multiple","PMID:24930002","ANPDB","","class_inference","","coumarin","322.27","2.98","2.0","6.0","1.0","100.88","24.0","4.0","1","",""
"Mol_11406","7-methoxy- 6,7'-dicoumarinyl ether","COc1cc2oc(=O)ccc2cc1Oc1ccc2c(c1)oc(=O)cc2","Hypericum riparium","East Africa","antibacterial","multiple","PMID:24930002","ANPDB","","class_inference","","coumarin","336.3","3.7","0.0","6.0","3.0","78.88","25.0","4.0","1","",""
"Mol_11407","2'-hydroxy-5'-(7''-methoxycoumarin-6''-yl)-4'-methoxyphenylpropanoic acid","COc1cc(O)c(cc1c1cc2ccc(=O)oc2cc1OC)CCC(=O)O","Hypericum riparium","East Africa","antibacterial","multiple","PMID:24930002","ANPDB","","class_inference","","coumarin","370.36","3.2","2.0","6.0","6.0","106.2","27.0","3.0","1","",""
